cod_assunt_judici;cod_cjf;cod_cnj_filho;cod_cnj_pai;des_assunt_jf
520075;05201512    ;10515;3618;Prática de engenharia genética em célula germinal, zigoto ou embrião humanos (Lei nº 11105/05, art 25)
520076;05201513    ;10516;3618;Clonagem humana (Lei nº 11105/05, art 26)
520077;05201514    ;3626;3618;Liberação ou descarte de OGM (organismo geneticamente modificado) (Lei nº 11105/05, art 27)
520078;05202401    ;5878;3438;Crimes contra patente de invenção (Lei 9279/96, arts 183 a 186)
520079;05202402    ;5879;3438;Crimes contra os desenhos industriais (Lei 9279/96, arts 187 a 188)
520080;05202403    ;5880;3438;Crimes contra as marcas (Lei 9279/96, arts 188 a 190)
520081;05202404    ;5881;3438;Crimes cometidos por meio de marca, título de estabelecimento e sinal de propaganda (Lei 9279/96)
520082;05202405    ;5882;3438;Crimes contra indicações geográficas e demais indicações (Lei 9279/96, arts 192 a 194)
520083;05202406    ;5883;3438;Crimes de concorrência desleal (Lei 9279/96, art 195)
520084;052049      ;3661;3603;Crimes falimentares
520085;052050      ;3664;3603;Crimes militares
520086;052051      ;5893;3603;Crimes contra a administração da Justiça - Lei da Ação de Alimentos
520087;;11780;3618;Crimes contra o Ordenamento Urbano e o Patrimônio Cultural (Lei 9605/98, arts 62 a 65)
520088;;55009;3603;ORGANIZAÇÃO CRIMINOSA - LEI 12.850/13
520089;;55004;3618;TECNOLOGIAS GENÉTICAS DE RESTRIÇÃO DE USO
520090;;55005;3618;PRODUÇÃO, ARMAZENAMENTO, TRANSPORTE E COMERCIALIZAÇÃO DE OGM
520091;;11410;3603;CRIMES CONTRA PORTADORES DE DEFICIÊNCIA - LEI 7.853/89, ART. 8º
522000;0522        ;5872;287;Crimes praticados por particular contra a Administração em geral
522001;;10983;5872;Lavagem ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção
522002;;55012;5872;DESCAMINHO - ART. 334
522003;;55011;5872;CONTRABANDO - ART. 334-A
523000;0523        ;5874;287;Crimes contra a Administração da Justiça
524000;052401      ;5876;5873;Corrupção ativa em transação comercial internacional (art 337-B)
524001;052402      ;5877;5873;Tráfico de influência em transação comercial internacional (art 337-C)
524002;;10984;5873;"""""""Lavagem"""" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção"""
525000;052501      ;5903;5875;Contratação de Operação de Crédito (art 359-A)
525001;052502      ;5904;5875;Inscrição de despesas não empenhadas (art 359-B)
525002;052503      ;5905;5875;Assunção de Obrigação no último ano do Mandato ou Legislatura (art 359-C)
525003;052504      ;5906;5875;Ordenação de despesa não autorizada (art 359-D)
525004;052505      ;5907;5875;Prestação de garantia graciosa (art 359-E)
525005;052506      ;5908;5875;Não cancelamento de restos a pagar (art 359-F)
525006;052507      ;5909;5875;Aumento de despesa com pessoal no último ano de mandato ou legislatura (art 359-G)
525007;052508      ;5910;5875;Oferta pública ou colocação de títulos no mercado (art 359-H)
527000;0527        ;5555;287;Crime Tentado
528000;0528        ;5865;287;Crime Culposo
529000;0529        ;10620;287;Parte Geral
529001;052901      ;10621;10620;Aplicação da pena
529002;05290101    ;10633;10621;Regime inicial
529003;05290102    ;10628;10621;Substituição da pena
529004;052902      ;10642;10620;Efeitos da Condenação
529005;05290201    ;10643;10642;Perda da função pública
529006;05290202    ;10644;10642;Perda de bens e valores
529007;052903      ;10613;10620;Excludentes
529008;05290301    ;10617;10613;Estado de necessidade
529009;05290302    ;10618;10613;Estrito cumprimento do dever legal
529010;05290303    ;10619;10613;Inexigibilidade de conduta diversa
529011;05290304    ;10616;10613;Legítima defesa
529012;052904      ;10622;10620;Extinção da punibilidade
529013;05290401    ;10625;10622;Anistia
529014;05290402    ;10626;10622;Indulto
529015;05290403    ;10627;10622;Pagamento ou parcelamento do crédito tributário
529016;05290404    ;10624;10622;Perdão
529017;05290405    ;10623;10622;Prescrição
529018;052905      ;10634;10620;Suspensão condicional da pena
529019;052906      ;10612;10620;Tipicidade
529020;05290601    ;10614;10612;Abolitio criminis
529021;05290602    ;10615;10612;Princípio da insignificância
529022;0530        ;10949;287;Violência Doméstica Contra a Mulher
529023;0531        ;10951;287;Crime/Contravenção contra Idoso
529024;0532        ;10952;287;Fato Atípico
529025;0533        ;10950;287;Crime/Contravenção contra Criança/Adolescente
534000;;11414;287;Crime/Contravenção decorrente de conflito fundiário coletivo
600000;06          ;1156;;Direito do Consumidor
604000;0604        ;7771;1156;Contratos de consumo
604001;060401      ;7752;7771;Bancários
604002;060402      ;7772;7771;Cartão de Crédito
604003;060404      ;7620;7771;Estabelecimento de Ensino
604004;060405      ;7773;7771;Financiamento de Produto
604005;060406      ;7761;7771;Fornecimento de água
604006;060407      ;7760;7771;Fornecimento de energia elétrica
604007;060408      ;6233;7771;Planos de saúde
604008;060409      ;7621;7771;Seguro
604009;060410      ;7775;7771;Serviços Hospitalares
604010;060411      ;7774;7771;Serviços Profissionais
604011;060412      ;7617;7771;Telefonia
604012;06041201    ;7626;7617;Assinatura básica mensal
604013;06041202    ;10598;7617;Cobrança indevida de ligações
604014;06041203    ;7627;7617;Pulsos excedentes
604015;060413      ;4862;7771;Transporte aéreo
604016;06041301    ;7748;4862;Acidente aéreo
604017;06041302    ;4829;4862;Atraso de vôo
604018;06041303    ;4830;4862;Cancelamento de vôo
604019;06041304    ;4832;4862;Extravio de bagagem
604020;06041305    ;4831;4862;Overbooking
604021;060414      ;7776;7771;Transporte terrestre
604022;060415      ;7618;7771;Turismo
604023;;11806;7752;Empréstimo consignado
604024;;11807;7752;Tarifas
604025;;11808;7771;Capitalização e Previdência Privada
604026;;11868;1156;Combustíveis e derivados
604027;;11867;6220;Produto Impróprio
604028;;11809;7771;Transporte Aquaviário
604029;;11814;7776;Transporte Ferroviário
604030;;11815;7776;Transporte Rodoviário
605000;0605        ;6220;1156;Responsabilidade do Fornecedor
605001;060501      ;7769;6220;Abatimento proporcional do preço
605002;060502      ;7780;6220;Indenização por dano material
605003;060503      ;7779;6220;Indenização por dano moral
605004;06050301    ;6226;7779;Inclusão indevida em cadastro de inadimplentes
605005;06050302    ;7781;7779;Protesto indevido de título
605006;060504      ;7770;6220;Interpretação/Revisão de contrato
605007;060505      ;7768;6220;Rescisão do contrato e devolução do dinheiro
605008;060506      ;7767;6220;Substituição do Produto
605009;;11860;7771;Produto Impróprio
606000;;11861;7771;Combustíveis e derivados
607000;;11810;1156;Dever de Informação
608000;;11864;1156;Irregularidade no atendimento
609000;;11866;1156;Jogos / Sorteios / Promoções comerciais
610000;;11812;1156;Oferta e Publicidade
611000;;11811;1156;Práticas Abusivas
612000;;11865;1156;Vendas casadas
613000;;11974;1156;CLÁUSULAS ABUSIVAS
701000;;;;
702000;0702        ;;;Contrato Individual de Trabalho
702003;070204      ;;;Administração Pública
702004;070205      ;;;Inquérito Administrativo
703000;0703        ;;;Duração do Trabalho
703002;070302      ;;;Horas Extras
704001;07070101    ;;;Insalubridade
800000;08          ;8826;;Direito Processual Civil e do Trabalho
801000;0801        ;8842;8826;Partes e Procuradores
801003;08010       ;10999;9045;Conversão em Agravo Retido
801004;080104      ;8867;8842;Substituição Processual
801005;080105      ;8843;8842;Assistência Judiciária Gratuita
801006;080106      ;9493;8842;Capacidade Processual
801007;080107      ;9258;8842;Honorários Periciais
801008;080108      ;8859;8842;Intervenção de Terceiros
801009;080109      ;8865;8842;Litigância de Má-fé
801010;080110      ;8866;8842;Litisconsórcio e Assistência
801011;080111      ;8868;8842;Procuração/Mandato
801012;080112      ;8873;8842;Representação em Juízo
801013;080113      ;9494;8842;Substituição da Parte
801014;080114      ;8874;8842;Sucumbência
801015;;10658;8874;Custas
801016;;10655;8874;Honorários Advocatícios
801017;;10656;8874;Honorários Advocatícios em Execução Contra a Fazenda Pública
801018;;10657;8874;Honorários Advocatícios em FGTS
802000;0802        ;8893;8826;Atos Processuais
802004;080204      ;8928;8893;Prazo
802005;080205      ;8919;8893;Nulidade
802006;080206      ;8934;8893;Valor da Causa
802007;;10938;8893;Citação
802008;;10939;8893;Intimação / Notificação
803000;0803        ;8938;8826;Formação, Suspensão e Extinção do Processo
803001;080301      ;8939;8938;Suspensão do Processo
803002;080302      ;8942;8938;Extinção do Processo sem Resolução de Mérito
803003;080303      ;8941;8938;Modificação ou Alteração do Pedido
804000;0804        ;8828;8826;Jurisdição e Competência
804001;080401      ;8829;8828;Competência
804002;080402      ;8838;8828;Imunidade de Jurisdição
805000;0805        ;9148;8826;Liquidação/Cumprimento/Execução
805001;080501      ;9520;9148;Ato Atentatório à Dignidade da Justiça
805002;080502      ;9519;9148;Benefício de Ordem
805003;080503      ;9517;9148;Causas Supervenientes à Sentença
805004;080504      ;9418;9148;Concurso de Credores
805005;080505      ;9163;9148;Constrição/Penhora/Avaliação/Indisponibilidade de Bens
805006;080506      ;9518;9148;Efeito Suspensivo/Impugnação/Embargos à Execução
805007;080507      ;10683;9148;Exceção de Pré-Executividade
805008;080508      ;9419;9148;Execução Previdenciária
805009;080509      ;9180;9148;Expropriação de Bens
805010;080510      ;9414;9148;Extinção da Execução
805011;080511      ;9450;9148;Fraude à Execução
805012;080512      ;9453;9148;Imunidade de Execução
805013;080513      ;9178;9148;Inexigibilidade do Título
805014;080514      ;9160;9148;Levantamento de Valor
805015;080515      ;10686;9148;Multa Cominatória/Astreintes
805016;080516      ;9166;9148;Multa de 10%
805017;080517      ;10670;9148;Obrigação de Entregar
805018;08051701    ;10677;10670;Busca e Apreensão
805019;08051702    ;10676;10670;Imissão na Posse
805020;080518      ;10671;9148;Obrigação de Fazer/Não Fazer
805021;080519      ;10672;9148;Precatório
805022;08051901    ;10680;10672;Crédito Complementar
805023;08051902    ;10679;10672;Fracionamento
805024;08051903    ;10678;10672;Seqüestro de Verbas Públicas
805025;080520      ;10573;9148;Prisão Civil
805026;080521      ;9189;9148;Remição
805027;080522      ;10673;9148;Requisição de Pequeno Valor
805028;080523      ;9484;9148;Sucessão
805029;080524      ;9149;9148;Valor da Execução/Cálculo/Atualização
805030;08052401    ;10685;9149;Correção Monetária
805031;08052402    ;10684;9149;Juros
805032;08052403    ;10687;9149;Taxa SELIC
806000;0806        ;9192;8826;Medida Cautelar
806001;080601      ;9532;9192;Caução/Contracautela
806002;080602      ;9524;9192;Indenização do Prejuízo
806003;080603      ;9196;9192;Liminar
807000;0807        ;8875;8826;Ministério Público
808000;0808        ;8883;8826;Órgãos Judiciários e Auxiliares da Justiça
808001;080801      ;8884;8883;Do Juiz
808002;08080101    ;10660;8884;Impedimento
808003;08080102    ;10659;8884;Suspeição
808004;080802      ;8888;8883;Dos Auxiliares da Justiça
809000;0809        ;8960;8826;Processo e Procedimento
809001;080901      ;8961;8960;Antecipação de Tutela/Tutela Específica
809002;080902      ;8986;8960;Erro de Procedimento
809003;080903      ;8990;8960;Provas
809004;080904      ;9024;8960;Revelia
809005;080905      ;9026;8960;Vícios Formais de Sentença
809006;;10940;8990;Depoimento
810000;0810        ;9045;8826;Recurso
810001;081001      ;9098;9045;Cabimento
810002;081002      ;9047;9045;Efeitos
810003;081003      ;9050;9045;Preparo/Deserção
810004;081004      ;10666;9045;Regularidade Formal
810005;081005      ;9060;9045;Tempestividade
810006;;10999;9045;CONVERSÃO EM AGRAVO RETIDO
811000;;11781;8826;Objetos de cartas precatórias/de ordem
811001;;11786;11781;Atos executórios
811002;;11783;11781;Citação
811003;;11785;11781;Diligências
811004;;11782;11781;Intimação
811005;;11784;11781;Oitiva
900002;;;;
900010;;;;
980000;011001      ;10187;10186;MAGISTRATURA
980001;01100106    ;10193;10187;REMOÇÃO
980002;01110109    ;10229;10220;REMOÇÃO
980003;01111407    ;10265;10258; INTERESSE PARTICULAR
980004;01110208    ;10296;10288;DESCONTOS INDEVIDOS
980005;01110207    ;10295;10288;GRATIFICAÇÃO INCORPORADA/QUINTOS
980006;011001      ;10187;10186; MAGISTRATURA
980007;011708      ;10428;10421;PENALIDADES
980008;01110210    ;10298;10288;DIÁRIAS E OUTRAS INDENIZAÇÕES
980009;011105      ;10279;10219;PROCESSO ADMINISTRATIVO DISCIPLIN
980010;;10188;10187;REMUNERAÇÃO
980011;01110222    ;10244;10288;ASSISTÊNCIA À SAÚDE
980012;01110234    ;10662;10288;ABONO DE PERMANÊNCIA
980013;01110217    ;10305;10288;GRATIFICAÇÕES DE ATIVIDADE
980014;0103        ;9997;9985;ATOS ADMINISTRATIVOS
980015;03020102    ;5919;5917;INCIDÊNCIA SOBRE APOSENTADORIA
980016;03020106    ;5922;5917;RETIDO NA FONTE
980017;01111701    ;10255;10254;INVALIDEZ PERMANENTE
980018;010306      ;10009;9997;INQUÉRITO/PROCESSO/RECURSO ADMI
980019;01111415    ;10273;10258;ACOMPANHAMENTO DE CÔNJUGE OU COMP
980020;01100102    ;10189;10187;AFASTAMENTO
980021;01110213    ;10301;10288;FÉRIAS
980022;011708      ;10428;10421;PENALIDADES
980023;01111801    ;10277;10276;AVERBAÇÃO/CONTAGEM DE TEMPO ESP
980024;01110223    ;10245;10288;ASSISTÊNCIA PRÉ-ESCOLAR
980025;01110215    ;10303;10288;ADICIONAL DE HORAS EXTRAS
980026;011001      ;10187;10186; MAGISTRATURA
980027;011601      ;10404;10403;CONTRIBUIÇÃO SINDICAL
980028;0103        ;9997;9985;ATOS ADMINISTRATIVOS
980029;01110107    ;10227;10220;DIREITO DE GREVE
980030;01110208    ;10296;10288;DESCONTOS INDEVIDOS
980031;011112      ;10287;10219;JORNADA DE TRABALHO
980032;01050101    ;10090;10089;LOCAÇÃO/ PERMISSÃO DE USO
980033;011117      ;10254;10219;APOSENTADORIA
980034;011105      ;10279;10219;PROCESSO ADMINISTRATIVO DISCIPLIN
980035;011410      ;10387;10385;HABILITAÇÃO/REGISTRO CADASTRAL/
980036;01110108    ;10228;10220;TRANSFERÊNCIA
980037;;10306;10288;AUXÍLIO-TRANSPORTE
980038;011410      ;10387;10385;HABILITAÇÃO/REGISTRO CADASTRAL/
980039;0103        ;9997;9985; ATOS ADMINISTRATIVOS
980040;01111417    ;10275;10258;LICENÇA POR ACIDENTE EM SERVIÇO
980041;01111701    ;10255;10254;INVALIDEZ PERMANENTE
980042;01111405    ;10263;10258; TRATAMENTO DA PRÓPRIA SAÚDE
980043;01110210    ;10298;10288;DIÁRIAS E OUTRAS INDENIZAÇÕES
980044;011301      ;10371;10370;RESERVA DE VAGAS
980045;03020106    ;5922;5917;RETIDO NA FONTE
980046;01111602    ;10252;10250;CONCESSÃO
980047;011117      ;10254;10219;APOSENTADORIA
980048;01110113    ;10232;10220;REVERSÃO
980049;01110215    ;10303;10288;ADICIONAL DE HORAS EXTRAS
980050;01111603    ;10253;10250;RESTABELECIMENTO
980051;01110503    ;10280;10279;DEMISSÃO OU EXONERAÇÃO
980052;01110505    ;10282;10279;SUSPENSÃO
980053;01111407    ;10265;10258; INTERESSE PARTICULAR
980054;011407      ;10390;10385;SANÇÕES ADMINISTRATIVAS
980055;01111409    ;10267;10258;ATIVIDADE POLÍTICA
990000;09          ;1209;;Direito Processual Penal
990001;0901        ;4263;1209;Ação Penal
990002;090101      ;4264;4263;Nulidade
990003;09010101    ;10600;4264;Impedimento
990004;09010102    ;10599;4264;Quesitos
990005;09010103    ;10601;4264;Suspeição
990006;090102      ;7935;4263;Perempção
990007;090103      ;10640;4263;Prisão Decorrente de Sentença Condenatória
990008;090104      ;4271;4263;Suspensão
990009;09010401    ;10602;4271;Condicional do Processo
990010;09010402    ;10603;4271;Parcelamento de Crédito Tributário
990011;090105      ;4272;4263;Trancamento
990012;090106      ;10630;4263;Transação
990013;0902        ;4368;1209;Denúncia/Queixa
990014;090201      ;4370;4368;Recebimento
990015;090202      ;4371;4368;Rejeição
990016;0903        ;7942;1209;Execução Penal
990017;090301      ;7793;7942;Medidas de Segurança
990018;09030101    ;7795;7793;Internação
990019;09030102    ;7794;7793;Tratamento Ambulatorial
990020;090302      ;7792;7942;Pena de Multa
990021;090303      ;7791;7942;Pena Privativa de Liberdade
990022;09030301    ;10636;7791;Livramento Condicional
990023;09030302    ;10635;7791;Progressão de Regime
990024;0903030201  ;10864;10635;Crimes Hediondos
990025;09030303    ;10906;7791;Regressão de Regime
990026;09030304    ;10637;7791;Remição
990027;09030305    ;10907;7791;Transferência de Preso
990028;090304      ;7790;7942;Pena Restritiva de Direitos
990029;09030401    ;7788;7790;Interdição Temporária de Direitos
990030;09030402    ;7789;7790;Limitação de Fim de Semana
990031;09030403    ;7786;7790;Perda de Bens e Valores
990032;09030404    ;7787;7790;Prestação de Serviços à Comunidade
990033;09030405    ;7785;7790;Prestação Pecuniária
990034;0904        ;7945;1209;Falsidade
990035;0905        ;4310;1209;Fiança
990036;0906        ;7937;1209;Inclusão/Exclusão de Jurado
990037;0907        ;4291;1209;Jurisdição e Competência
990038;090701      ;10631;4291;Desaforamento
990039;090702      ;10909;4291;Imunidade em razão de função, ofício ou profissão
990040;0908        ;7928;1209;Liberdade Provisória
990041;0909        ;10912;1209;Medidas Assecuratórias
990042;090901      ;10914;10912;Busca e Apreensão de Bens
990043;090902      ;10913;10912;Indisponibilidade/Seqüestro de Bens
990044;0910        ;7929;1209;Prisão em Flagrante
990045;0911        ;4355;1209;Prisão Preventiva
990046;0912        ;4305;1209;Recurso
990047;091201      ;7941;4305;Denegação
990048;091202      ;7940;4305;Deserção
990049;0903030501  ;;;Penitenciária Federal
990050;;10935;4368;Desclassificação
990051;;10632;1209;Prisão temporária
990052;;10867;4264;Ausência de Fundamentação
990053;;10866;4264;Ausência de Publicidade
990054;;10865;4264;Cerceamento de Defesa
990055;;10890;4264;Vício Formal do Julgamento
990056;;10925;4263;Provas
990057;;10926;10925;Prova Ilícita
990058;;10691;4271;Questão Prejudicial
990059;;10902;4263;Excesso de prazo para instrução / julgamento
990060;;10604;1209;INVESTIGAÇÃO PENAL
990061;;10605;1209;COMPETÊNCIA DO MP
990062;;10606;1209;CERCEAMENTO DE DEFESA
990063;;10607;1209;QUEBRA DO SIGILO BANCÁRIO
990064;;10608;1209;QUEBRA DO SIGILO FISCAL
990065;;10609;1209;QUEBRA DO SIGILO TELEFÔNICO
990066;;10610;1209;TRANCAMENTO
999121;;10187;10186;.
